17:09:45.892 server/routes.ts(1355,7): error TS2339: Property 'put' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1355,83): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1355,88): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1404,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1404,56): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1404,61): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1422,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1422,55): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1422,60): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1451,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1451,60): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1451,65): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1480,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1480,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1480,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.892 server/routes.ts(1500,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.892 server/routes.ts(1500,65): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.893 server/routes.ts(1500,70): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.894 server/routes.ts(1516,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.894 server/routes.ts(1516,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.894 server/routes.ts(1516,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.894 server/routes.ts(1560,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.894 server/routes.ts(1560,86): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.894 server/routes.ts(1560,91): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1646,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(1646,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1646,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1704,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(1704,59): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1704,64): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1760,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(1760,60): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1760,65): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1808,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(1808,58): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1808,63): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1946,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(1946,61): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(1946,66): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(2003,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(2003,59): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(2003,64): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(2158,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.895 server/routes.ts(2158,65): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.895 server/routes.ts(2158,70): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2215,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2215,64): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2215,69): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2238,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2238,78): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2238,83): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2287,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2287,79): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2287,84): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2302,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2302,68): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2302,73): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2321,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2321,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2321,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2348,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2348,72): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2348,77): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2385,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2385,73): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2385,78): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2401,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2401,71): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2401,76): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2421,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2421,73): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2421,78): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2436,7): error TS2339: Property 'delete' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2436,63): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2436,68): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2484,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2484,72): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2484,77): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2516,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.896 server/routes.ts(2516,66): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.896 server/routes.ts(2516,71): error TS7006: Parameter 'res' implicitly has an 'any' type.
